cz,cx,cy,a,b,theta,R3,R4,phi,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
11.9,0.8,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.91057323,-0.491867438,-1.638114855,-1.730879658,-0.039539405,-0.942381968,-0.061282627,-0.55378385,-0.124560735,-0.185805711,-1.594389958,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.8_cy=-2.4_cz=11.9.log
11.9,0.9,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.855239398,-0.577384501,-1.673412292,-1.753068412,-0.036414405,-0.687136,-0.059745227,-0.500514526,-0.114438999,-0.185360179,-1.661345275,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.9_cy=-2.5_cz=11.9.log
11.9,0.3,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.868511235,-0.915681417,-1.399253173,-1.558151256,-0.045651352,-1.056576238,-0.053702306,-0.789834287,-0.131896327,-0.160824538,-1.271448212,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.3_cy=-2.5_cz=11.9.log
11.9,-0.8,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.852352851,-1.602083231,-0.320751736,-1.08311991,-0.063798942,-1.691917562,-0.041189756,-1.560943675,-0.190386534,-0.132385785,-0.567206289,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=-0.8_cy=-2.3_cz=11.9.log
11.9,-0.8,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.852785834,-1.653877906,-0.612750965,-0.723111148,-0.058898089,-1.750621123,-0.037989456,-1.582084487,-0.174999989,-0.120105414,-0.556971601,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.8_cy=-2.5_cz=11.9.log
11.9,0,-2.6,7.7,5.9,26.5,-0.25,-0.5,,-4.717243674,-1.266628935,-1.266628935,-1.092877691,-0.047922939,-1.092877691,-0.047922939,-1.016070467,-0.138836587,-0.138836587,-1.016070467,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.0_cy=-2.6_cz=11.9.log
11.9,0.8,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.880333522,-0.320751736,-1.602083231,-1.691917562,-0.041189756,-1.08311991,-0.063798942,-0.550181943,-0.129160383,-0.197301694,-1.602258934,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.8_cy=-2.3_cz=11.9.log
11.9,1,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.820729486,-0.552202525,-1.682084481,-1.744358573,-0.03483308,-0.662769787,-0.060517065,-0.464162872,-0.111690505,-0.189671173,-1.686822181,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=1.0_cy=-2.5_cz=11.9.log
11.9,0.3,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.874265501,-0.741014009,-1.293291835,-1.631532275,-0.047540158,-1.255070201,-0.055911141,-0.785435442,-0.137550192,-0.169390049,-1.269710009,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.3_cy=-2.4_cz=11.9.log
11.9,-0.7,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.837938947,-1.623267968,-0.657649305,-0.770525804,-0.057988199,-1.736263694,-0.03955823,-1.483289313,-0.165417911,-0.12614206,-0.620463063,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=-0.7_cy=-2.5_cz=11.9.log
11.9,-0.8,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.91057323,-1.638114855,-0.491867438,-0.942381968,-0.061282627,-1.730879658,-0.039539405,-1.594389958,-0.185805711,-0.124560735,-0.55378385,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.8_cy=-2.4_cz=11.9.log
11.9,-0.3,-2.6,7.7,5.9,26.5,-0.25,-0.5,,-4.7188752,-1.467984344,-1.037732112,-0.750960042,-0.051600148,-1.423424859,-0.043862949,-1.233634459,-0.148224137,-0.129856919,-0.819377458,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.3_cy=-2.6_cz=11.9.log
11.9,0.9,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.83591209,-0.577384501,-1.673412292,-1.753068412,-0.036414405,-0.687136,-0.059745227,-0.515850871,-0.117187493,-0.178972127,-1.630321181,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.9_cy=-2.5_cz=11.9.log
11.9,0.7,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.883856991,-0.657649305,-1.623267968,-1.736263694,-0.03955823,-0.770519529,-0.057988199,-0.583050917,-0.120067763,-0.176920169,-1.561194679,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.7_cy=-2.5_cz=11.9.log
11.9,0.2,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.738400173,-0.586841077,-1.025859623,-1.626524745,-0.05112324,-1.433119888,-0.056933982,-0.840399043,-0.147188746,-0.173588091,-1.187023016,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.2_cy=-2.3_cz=11.9.log
11.9,-0.7,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.881111635,-1.591465762,-0.518436212,-0.994339796,-0.060341362,-1.731199689,-0.041189756,-1.489558138,-0.175207067,-0.130998988,-0.616861155,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=-0.7_cy=-2.4_cz=11.9.log
11.9,-0.8,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.880327247,-1.602083231,-0.320751736,-1.08311991,-0.063798942,-1.691917562,-0.041189756,-1.602252659,-0.197301694,-0.129160383,-0.550181943,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.8_cy=-2.3_cz=11.9.log
11.9,0.7,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.931095944,-0.518436212,-1.591465762,-1.731199689,-0.041189756,-0.994346071,-0.060341362,-0.579662362,-0.124623486,-0.18762549,-1.57069518,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.7_cy=-2.4_cz=11.9.log
11.9,0.3,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.760777181,-0.502064476,-1.143065941,-1.658690908,-0.049541915,-1.374253175,-0.058245478,-0.780126707,-0.143442511,-0.178432469,-1.265844548,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.3_cy=-2.3_cz=11.9.log
11.9,-0.3,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.855330387,-1.399253173,-0.915681417,-1.056582513,-0.053702306,-1.558151256,-0.045651352,-1.233534058,-0.155980161,-0.135479409,-0.815825751,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.3_cy=-2.5_cz=11.9.log
11.9,1,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.806874065,-0.552202525,-1.682084481,-1.744358573,-0.03483308,-0.662769787,-0.060517065,-0.478118695,-0.114332322,-0.182969366,-1.663070928,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=1.0_cy=-2.5_cz=11.9.log
11.9,-0.7,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.828686312,-1.535272241,-0.323995963,-1.136690439,-0.062826301,-1.702497381,-0.042902859,-1.492300356,-0.185604908,-0.136012793,-0.612675664,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=-0.7_cy=-2.3_cz=11.9.log
11.9,-0.7,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.861087791,-1.623267968,-0.657649305,-0.770525804,-0.057988199,-1.736263694,-0.03955823,-1.522740866,-0.171084326,-0.123067261,-0.601568736,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.7_cy=-2.5_cz=11.9.log
11.9,0.7,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.882376068,-0.323995963,-1.535272241,-1.702497381,-0.042902859,-1.136690439,-0.062826301,-0.57575925,-0.129329811,-0.199002246,-1.576192168,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.7_cy=-2.3_cz=11.9.log
11.9,0.4,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.875699362,-0.841334033,-1.468630679,-1.619967266,-0.044170429,-0.973456263,-0.054856924,-0.732730877,-0.128865454,-0.164746476,-1.348148759,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.4_cy=-2.5_cz=11.9.log
11.9,-0.3,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.860472831,-1.293291835,-0.741014009,-1.255070201,-0.055911141,-1.631532275,-0.047540158,-1.231450724,-0.164187992,-0.141340352,-0.811313954,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.3_cy=-2.4_cz=11.9.log
11.9,0.7,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.861084653,-0.657649305,-1.623267968,-1.736263694,-0.03955823,-0.770519529,-0.057988199,-0.601568736,-0.123067261,-0.171084326,-1.522740866,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.7_cy=-2.5_cz=11.9.log
11.9,-0.7,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.906186935,-1.591465762,-0.518436212,-0.994339796,-0.060341362,-1.731199689,-0.041189756,-1.530534541,-0.181319015,-0.127779861,-0.598067231,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.7_cy=-2.4_cz=11.9.log
11.9,0.4,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.889495168,-0.668869184,-1.381676618,-1.671303859,-0.045996483,-1.184607103,-0.057122235,-0.728557935,-0.134205563,-0.17380772,-1.348136209,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.4_cy=-2.4_cz=11.9.log
11.9,-0.4,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.858885231,-1.468630679,-0.841327757,-0.973456263,-0.054856924,-1.619967266,-0.044170429,-1.309042336,-0.159657369,-0.132285383,-0.756695484,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.4_cy=-2.5_cz=11.9.log
11.9,0.7,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.906190072,-0.518436212,-1.591465762,-1.731199689,-0.041189756,-0.994346071,-0.060341362,-0.598067231,-0.127779861,-0.181319015,-1.530534541,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.7_cy=-2.4_cz=11.9.log
11.9,0.4,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.788440958,-0.432492442,-1.255666335,-1.68264924,-0.047922939,-1.313849062,-0.059500498,-0.723606881,-0.139777853,-0.183389797,-1.345626169,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.4_cy=-2.3_cz=11.9.log
11.9,-0.7,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.85550609,-1.535272241,-0.323995963,-1.136690439,-0.062826301,-1.702497381,-0.042902859,-1.534563155,-0.192193763,-0.132636789,-0.594019791,1,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.7_cy=-2.3_cz=11.9.log
11.9,-0.4,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.871805661,-1.381676618,-0.668869184,-1.184613378,-0.057122235,-1.671297583,-0.045996483,-1.308452477,-0.168348383,-0.137820021,-0.75239704,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.4_cy=-2.4_cz=11.9.log
11.9,0.7,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.85550609,-0.323995963,-1.535272241,-1.702497381,-0.042902859,-1.136690439,-0.062826301,-0.594019791,-0.132636789,-0.192193763,-1.534563155,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=0.7_cy=-2.3_cz=11.9.log
11.9,0.5,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.88189916,-0.772835041,-1.529900756,-1.670714,-0.04265813,-0.896893768,-0.055967617,-0.679342326,-0.125884781,-0.168743714,-1.423443684,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.5_cy=-2.5_cz=11.9.log
11.9,-0.4,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.769941964,-1.255666335,-0.432492442,-1.313836512,-0.059500498,-1.68264924,-0.047922939,-1.305484354,-0.177535129,-0.143593113,-0.747295384,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.4_cy=-2.3_cz=11.9.log
11.9,0.5,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.905524911,-0.607235152,-1.462060649,-1.701405514,-0.044408883,-1.11667287,-0.058258028,-0.675401563,-0.130955062,-0.178332067,-1.425815672,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.5_cy=-2.4_cz=11.9.log
11.9,-0.3,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.746447989,-1.143065941,-0.502064476,-1.37425945,-0.058245478,-1.658690908,-0.049541915,-1.227334259,-0.17286018,-0.1474523,-0.805867167,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.3_cy=-2.3_cz=11.9.log
11.9,0.5,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.819647031,-0.379398821,-1.360309903,-1.697979309,-0.046278863,-1.253237871,-0.060686492,-0.670757989,-0.136201046,-0.188466353,-1.425276013,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.5_cy=-2.3_cz=11.9.log
11.9,-0.2,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.728447864,-1.025859623,-0.586841077,-1.433119888,-0.056933982,-1.626524745,-0.05112324,-1.150326231,-0.168310732,-0.151399337,-0.868210286,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.2_cy=-2.3_cz=11.9.log
11.9,0.6,-2.5,7.7,5.9,26.5,-0.2,-0.5,,-4.885375566,-0.71130141,-1.581745632,-1.70961962,-0.041114455,-0.828777557,-0.057003008,-0.629486657,-0.122954309,-0.172803704,-1.495350055,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.6_cy=-2.5_cz=11.9.log
11.9,-0.5,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.862063569,-1.529900756,-0.772835041,-0.896893768,-0.055967617,-1.670714,-0.04265813,-1.383634449,-0.163409879,-0.129160383,-0.701374202,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.5_cy=-2.5_cz=11.9.log
11.9,0.6,-2.4,7.7,5.9,26.5,-0.2,-0.5,,-4.920202371,-0.55693395,-1.532467272,-1.721410532,-0.042808732,-1.052798628,-0.059337346,-0.625803173,-0.127761036,-0.18292544,-1.500834492,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.6_cy=-2.4_cz=11.9.log
11.9,-0.5,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.884500189,-1.462060649,-0.607235152,-1.11667287,-0.058258028,-1.701399239,-0.044408883,-1.385159299,-0.172596626,-0.134400092,-0.697326763,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.5_cy=-2.4_cz=11.9.log
11.9,0.6,-2.3,7.7,5.9,26.5,-0.2,-0.5,,-4.851935558,-0.34328562,-1.454216775,-1.704593264,-0.044603411,-1.193781299,-0.061784635,-0.621485904,-0.132730915,-0.193668411,-1.502917825,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.2_R4=-0.5_cx=0.6_cy=-2.3_cz=11.9.log
11.9,-0.5,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.797555541,-1.360309903,-0.379398821,-1.253244146,-0.060686492,-1.697979309,-0.046278863,-1.383904279,-0.18231048,-0.139834328,-0.692557687,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.5_cy=-2.3_cz=11.9.log
11.9,-0.6,-2.5,7.7,5.9,26.5,-0.25,-0.5,,-4.863469191,-1.581745632,-0.711295135,-0.828777557,-0.057003008,-1.709613345,-0.041114455,-1.455666322,-0.167218865,-0.126091859,-0.649717579,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.6_cy=-2.5_cz=11.9.log
11.9,-0.6,-2.4,7.7,5.9,26.5,-0.25,-0.5,,-4.896698984,-1.532467272,-0.55693395,-1.052804903,-0.059337346,-1.721410532,-0.042808732,-1.459927115,-0.176920169,-0.131055463,-0.645914868,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.6_cy=-2.4_cz=11.9.log
11.9,-0.6,-2.3,7.7,5.9,26.5,-0.25,-0.5,,-4.826966935,-1.454216775,-0.34328562,-1.193787574,-0.061784635,-1.704593264,-0.044597136,-1.460981332,-0.187192508,-0.13619477,-0.641465822,2,Done,BTBT_a=7.7_b=5.9_theta=26.5_R3=-0.25_R4=-0.5_cx=-0.6_cy=-2.3_cz=11.9.log
